"","LATITUDE","LONGITUDE","value_mean","OMI_mean_filt","elevation","pop1k","RSp","temperature_2m_1","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","wind_speed_10m_1","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","pop5k","pop3k","country","ROAD_1_25","ROAD_1_50","ROAD_1_100","ROAD_1_300","ROAD_1_500","ROAD_1_800","ROAD_1_1000","ROAD_1_3000","ROAD_1_5000","ROAD_2_25","ROAD_2_50","ROAD_2_100","ROAD_2_300","ROAD_2_500","ROAD_2_800","ROAD_2_1000","ROAD_2_3000","ROAD_2_5000","ROAD_3_25","ROAD_3_50","ROAD_3_100","ROAD_3_300","ROAD_3_500","ROAD_3_800","ROAD_3_1000","ROAD_3_3000","ROAD_3_5000","ROAD_4_25","ROAD_4_50","ROAD_4_100","ROAD_4_300","ROAD_4_500","ROAD_4_800","ROAD_4_1000","ROAD_4_3000","ROAD_4_5000","ROAD_5_25","ROAD_5_50","ROAD_5_100","ROAD_5_300","ROAD_5_500","ROAD_5_800","ROAD_5_1000","ROAD_5_3000","ROAD_5_5000","I_1_25","I_1_50","I_1_100","I_1_300","I_1_500","I_1_800","I_1_1000","I_1_3000","I_1_5000","Tropomi_2018","day_value","night_value","ID"
"11",-33.7827778,151.15,4.56733210422817,2836467000803328,48,258.456176757812,1.23356378078461,24.304651260376,18.0597095489502,18.3336563110352,22.6508331298828,23.6164054870605,20.9073905944824,16.3788356781006,13.7340784072876,11.6372117996216,10.6716384887695,11.8012409210205,15.3760595321655,3.53761625289917,3.24134111404419,3.11848974227905,3.27759218215942,3.37090563774109,3.85716390609741,2.95692586898804,2.57248401641846,2.87099695205688,3.33912968635559,4.08675479888916,4.05341243743896,210328.859375,64188.71875,"AU",0,0,0,0,0,0,0,41476.82,88683.42,0,0,0,0,0,0,0,13285.4,33494.88,0,0,0,0,0,0,0,8267.11,35667.34,0,0,0,0,722.59,2025.24,3015.8,18081.06,54677.2,0,0,150.6,1379.98,3659.26,10419.49,14486.75,154378.25,481471.12,0,0,0,0,0,0,0,71875,988125,457,4.83976253933,5.3915741444867,11
"12",-33.6737520714,-70.9530647374,40.4074781476661,4039655112572928,322,7047.0263671875,2.79929280281067,22.082649230957,10.8711795806885,15.5755996704102,19.4362010955811,20.1836318969727,17.111047744751,12.869966506958,8.21289443969727,5.65607023239136,5.98074626922607,6.0314769744873,8.98907279968262,2.44717121124268,2.27329969406128,2.18871378898621,2.21153855323792,2.08756828308105,2.09316277503967,2.01528978347778,1.82306885719299,2.34513092041016,2.075932264328,2.09830951690674,2.20214009284973,92654.359375,54633.2734375,"CL",0,0,0,0,0,0,0,12198.57,22741.19,0,0,0,361.97,822.98,1474.58,1900.74,10389.39,19894.27,0,0,0,0,0,0,0,10361.11,19380.39,0,0,0,72.01,809.03,2247.74,3432.43,25360.34,50724.09,0,0,0,240.2,1671.57,9587.37,17071.24,51887.67,113598.53,0,0,0,10000,25000,25000,25000,125625,613125,468.083343505859,42.4055541441728,36.545626354573,12
"13",-33.591390623,-70.594788,37.9742225183213,4966316855263232,659,20739.7421875,3.41828799247742,22.082649230957,10.8711795806885,15.5755996704102,19.4362010955811,20.1836318969727,17.111047744751,12.869966506958,8.21289443969727,5.65607023239136,5.98074626922607,6.0314769744873,8.98907279968262,2.44717121124268,2.27329969406128,2.18871378898621,2.21153855323792,2.08756828308105,2.09316277503967,2.01528978347778,1.82306885719299,2.34513092041016,2.075932264328,2.09830951690674,2.20214009284973,968780.125,484842.65625,"CL",0,0,0,0,0,0,0,13760.77,23809.98,0,0,0,0,0,0,0,42952.69,93746.85,0,0,118.69,1112.15,2528.63,5354.5,6762.35,33780.28,102144.45,0,25.28,153.4,995.45,2399.25,6301.8,9289.34,70323.3,150316.28,0,0,0,2575.51,9823.11,26979,43832.71,258645.22,777069.44,0,0,0,0,0,0,0,310000,1661250,856.099975585938,37.2964324559495,38.6464899571946,13
"14",-33.5470996456,-70.6662041019,45.0398651655973,4966316855263232,581,12170.1083984375,3.45849442481995,22.082649230957,10.8711795806885,15.5755996704102,19.4362010955811,20.1836318969727,17.111047744751,12.869966506958,8.21289443969727,5.65607023239136,5.98074626922607,6.0314769744873,8.98907279968262,2.44717121124268,2.27329969406128,2.18871378898621,2.21153855323792,2.08756828308105,2.09316277503967,2.01528978347778,1.82306885719299,2.34513092041016,2.075932264328,2.09830951690674,2.20214009284973,790802.3125,293244.96875,"CL",0,0,0,0,0,0,0,21572.52,65002.2,20.27,99.04,299.2,1636.99,3098.29,5255.27,6675.19,42766.62,105844.03,0,0,33.36,238.61,867.2,1768.64,2211.55,30652.03,92183.92,0,25.52,119.29,337.76,702.36,3131.5,6513.27,53517.52,143685.44,0,0,45.52,2073.59,7200.69,23047.1,37850.26,366144.81,958820.31,0,0,0,0,0,5000,5000,428750,6060000,718.200012207031,47.0963830236486,41.6481580756014,14
"15",-33.5166303623,-70.588123962,42.2375305291726,4966316855263232,606,11326.921875,3.41828799247742,22.082649230957,10.8711795806885,15.5755996704102,19.4362010955811,20.1836318969727,17.111047744751,12.869966506958,8.21289443969727,5.65607023239136,5.98074626922607,6.0314769744873,8.98907279968262,2.44717121124268,2.27329969406128,2.18871378898621,2.21153855323792,2.08756828308105,2.09316277503967,2.01528978347778,1.82306885719299,2.34513092041016,2.075932264328,2.09830951690674,2.20214009284973,765767.625,314453.875,"CL",0,0,0,0,1613.61,3141.88,3994.6,13810.46,28990.39,0,0,0,248.01,3130.83,8395.36,11863.39,51664.3,104251.52,0,0,0,0,302.17,2523.6,3675.45,63753.39,157905.89,0,0,66.82,1161.51,3867.38,7663.02,10534.76,57526.41,152085,6.65,46.83,230.06,3013.98,8652.5,26294.59,37075.29,333797.88,961595.06,0,0,0,0,0,0,0,194375,2936250,856.099975585938,42.3076243329776,41.6340203294777,15
"16",-33.464142,-70.660797,46.4364677092037,6489368629870592,533,3703.35571289062,4.14055728912354,21.9406032562256,10.891471862793,15.5688362121582,19.2856998443604,20.0449695587158,17.1803798675537,12.7617406845093,7.86623477935791,5.44976568222046,6.27160167694092,6.08389854431152,8.94848823547363,2.45925498008728,2.26681041717529,2.14037871360779,2.24040508270264,2.11039328575134,2.10994553565979,2.03073000907898,1.80158662796021,2.39883637428284,2.06899523735046,2.01305198669434,2.23951005935669,565030.625,198687.578125,"CL",0,0,0,0,1229.96,3037.76,4125.95,26673.85,73345.34,0,0,0,0,1627.45,7404.31,11463.33,78704.8,213780.42,0,0,0,325.21,1525.56,3034.08,5923.44,66037.48,145367.45,0,0,0,0,0,2554.77,4193.29,60305.59,140298.33,0,0,0,55.13,843.49,4620.07,13260.58,247081.28,750933.94,0,0,0,0,0,7500,7500,1463750,6077500,835.375,45.9632277413308,46.263968847352,16
"17",-33.4378113791,-70.7501712331,41.5040665117985,4573735906443264,492,13657.4345703125,4.88701009750366,21.9406032562256,10.891471862793,15.5688362121582,19.2856998443604,20.0449695587158,17.1803798675537,12.7617406845093,7.86623477935791,5.44976568222046,6.27160167694092,6.08389854431152,8.94848823547363,2.45925498008728,2.26681041717529,2.14037871360779,2.24040508270264,2.11039328575134,2.10994553565979,2.03073000907898,1.80158662796021,2.39883637428284,2.06899523735046,2.01305198669434,2.23951005935669,591289.0625,289869.90625,"CL",0,0,0,0,0,0,0,27136.53,85036.94,0,0,0,0,0,1106.75,5463.6,34429.14,92094.01,0,0,0,1019.1,1966.63,3685.39,4823.77,47184.44,97640.5,0,0,0,0,877.23,4051.37,5812.84,66189.48,138597.55,0,0,205.29,1618.43,4700.87,14097.32,23390.21,267601.16,690721.56,0,0,0,0,0,0,0,3322500,12705625,717.454528808594,40.3287897967012,43.1041781040536,17
"18",-33.4330896101,-70.7321478687,39.2436672722553,6489368629870592,499,13476.693359375,4.88701009750366,21.9406032562256,10.891471862793,15.5688362121582,19.2856998443604,20.0449695587158,17.1803798675537,12.7617406845093,7.86623477935791,5.44976568222046,6.27160167694092,6.08389854431152,8.94848823547363,2.45925498008728,2.26681041717529,2.14037871360779,2.24040508270264,2.11039328575134,2.10994553565979,2.03073000907898,1.80158662796021,2.39883637428284,2.06899523735046,2.01305198669434,2.23951005935669,739171.375,331630.59375,"CL",0,0,0,0,0,0,0,17704.87,83089.4,0,0,0,0,608.63,2246.55,4115.1,41086.49,129811.88,0,0,0,950.42,2538.84,4479.45,6275.75,42800.18,101004.09,0,0,0,0,347.39,2111.89,4035.71,59829.7,149922.69,34.51,143.35,636.17,4148.3,10736.06,27348.19,41841.04,309322.38,821834.31,0,0,0,0,0,0,0,1075625,8120625,835.375,37.8884827445375,40.4275261206606,18
"19",-33.422301,-70.651162,53.9688648933369,6489368629870592,556,6198.37890625,4.14055728912354,21.9406032562256,10.891471862793,15.5688362121582,19.2856998443604,20.0449695587158,17.1803798675537,12.7617406845093,7.86623477935791,5.44976568222046,6.27160167694092,6.08389854431152,8.94848823547363,2.45925498008728,2.26681041717529,2.14037871360779,2.24040508270264,2.11039328575134,2.10994553565979,2.03073000907898,1.80158662796021,2.39883637428284,2.06899523735046,2.01305198669434,2.23951005935669,544079.8125,170661.859375,"CL",0,0,0,0,0,0,69.52,34196.39,96336.28,0,25.17,221.48,690.8,1800.04,3880.82,5824.04,77104.36,197194.91,0,0,10.13,237.46,668.62,2285.25,3221.88,45121.48,142615.03,0,0,4.12,694.66,2167.83,4061.19,6773.72,46130.1,135830.8,0,0,0,539.85,2419.05,9358.82,19365.25,246689.33,756006.06,0,0,0,0,0,0,0,1110000,3930000,835.375,56.9977134986226,48.9703088133241,19
"20",-33.3767735203,-70.5233267841,39.3373303447209,6489368629870592,829,1990.02282714844,2.60952544212341,21.9406032562256,10.891471862793,15.5688362121582,19.2856998443604,20.0449695587158,17.1803798675537,12.7617406845093,7.86623477935791,5.44976568222046,6.27160167694092,6.08389854431152,8.94848823547363,2.45925498008728,2.26681041717529,2.14037871360779,2.24040508270264,2.11039328575134,2.10994553565979,2.03073000907898,1.80158662796021,2.39883637428284,2.06899523735046,2.01305198669434,2.23951005935669,301868.28125,114101.296875,"CL",0,0,0,0,118.84,3161.84,4462.61,20298.8,32303.84,0,0,0,1158.29,2093.68,3365.19,4230.96,41759.98,73044.3,0,0,0,372.34,605.94,2069,3539.99,40018.16,79181.67,0,0,0,154.99,852.32,2180.44,2703.87,43744.83,106947.62,0,0,0,748.06,2129.43,4737.18,8204.55,191119.02,477873.44,0,0,0,0,1250,25625,25625,51250,63125,920,41.9660938664018,34.9934464431725,20
"21",-27.6528,152.7741,15.9598201092196,1670829922320384,45,1781.11462402344,0.401068031787872,25.2279491424561,20.3611907958984,19.9705638885498,23.5724391937256,25.2279491424561,23.3881168365479,18.2423400878906,16.6747646331787,14.3597555160522,13.1134729385376,14.8416967391968,19.0049915313721,2.70809030532837,2.84213042259216,2.7485933303833,2.35699081420898,2.63245511054993,2.19632196426392,2.80028486251831,2.26255869865417,2.65796518325806,2.14172148704529,2.55525350570679,2.79938983917236,35738.296875,19763.0703125,"AU",0,0,0,0,2070.03,4737.14,5496.16,15785.17,40524.23,0,0,0,0,0,0,0,9183.93,35078.48,75.7,124.04,202.03,857.46,1562.29,3217.19,4250,15265.63,32402.86,0,0,0,274.54,609.7,1378.94,1887.87,17356.48,45340.83,0,0,158.03,2608.77,7346.06,15467.6,22464.1,106985.53,223124.66,0,0,0,0,0,0,0,618750,2235625,173.41667175293,13.9909777424483,18.9901672104405,21
"22",-27.6125,153.1359,13.2986734375005,1784773257199616,49,1102.49829101562,0.649024784564972,25.6236476898193,21.2253017425537,20.6757202148438,24.0104141235352,25.6168842315674,24.2403926849365,19.5833206176758,17.9176635742188,15.8799839019775,14.383430480957,16.1556205749512,19.7321300506592,2.88039541244507,2.96856188774109,2.91239500045776,2.50356197357178,2.90926218032837,2.45522713661194,3.165034532547,2.45679354667664,2.98333096504211,2.21579027175903,2.6617693901062,2.87457728385925,98749.21875,35533.0234375,"AU",0,0,0,0,0,0,0,16281.32,40491.72,0,0,0,0,0,0,0,15798.15,28943.87,32.29,147.42,372.96,1173.46,2743.86,4611.65,5825.35,26729.57,52594.28,0,0,0,0,1080.15,3941.38,4766.16,29491.25,78267.93,0,5.72,127.99,827.38,3814.75,13233.45,21985.2,146728.78,322129.94,0,0,0,0,0,0,0,1868750,2101250,220.75,11.8836466165414,15.6413941908714,22
"23",-27.5358,152.9934,14.7143225904998,1670829922320384,8,2036.65295410156,0.676692605018616,25.2279491424561,20.3611907958984,19.9705638885498,23.5724391937256,25.2279491424561,23.3881168365479,18.2423400878906,16.6747646331787,14.3597555160522,13.1134729385376,14.8416967391968,19.0049915313721,2.70809030532837,2.84213042259216,2.7485933303833,2.35699081420898,2.63245511054993,2.19632196426392,2.80028486251831,2.26255869865417,2.65796518325806,2.14172148704529,2.55525350570679,2.79938983917236,104479.90625,31960.484375,"AU",0,0,0,0,0,0,0,19376.22,64436.45,0,0,0,529.05,1377.47,2323.16,2922.91,10810.42,29350.2,0,0,0,0,0,0,0,14832.05,62463.84,0,0,0,0,0,0,0,17645.95,73816.45,0,0,0,0,131.06,3039.99,8234.86,125055.27,385532.12,0,0,2500,94375,250625,480000,626250,4526875,11808125,286,13.1666880711287,17.2228783026421,23
"24",-27.4975,153.035,34.9073209417602,1680199930347520,23,1672.55102539062,0.807130455970764,26.0007457733154,21.6632766723633,21.0815658569336,24.3029594421387,26.0278015136719,24.6631469726562,20.137975692749,18.4638633728027,16.3128852844238,14.9871244430542,16.7829895019531,20.2056159973145,2.85824203491211,2.90165400505066,2.89628338813782,2.49528241157532,2.92850661277771,2.35542440414429,3.20732760429382,2.50579977035522,2.95401668548584,2.18423819541931,2.661545753479,2.86943054199219,236653.25,92531.125,"AU",25.68,121.57,384.95,1175.55,5626.99,10175.39,12511.94,34950.88,69840.19,0,0,0,107.02,537.45,3467.51,5478.25,40837.8,100256.57,0,3.95,236.39,692.84,1702.64,5125.32,7247.21,28308.7,92408,0,0,0,48.56,652.39,1979.25,3169.25,39902.08,106938.38,0,0,0,777.88,3414.43,12090.81,21876.51,194872.78,564061.06,0,0,0,0,0,0,32500,508750,1671875,326,37.0409789932619,31.3469907407407,24
"25",-27.4848,153.0321,33.2731649331359,1680199930347520,16,3115.283203125,0.807130455970764,26.0007457733154,21.6632766723633,21.0815658569336,24.3029594421387,26.0278015136719,24.6631469726562,20.137975692749,18.4638633728027,16.3128852844238,14.9871244430542,16.7829895019531,20.2056159973145,2.85824203491211,2.90165400505066,2.89628338813782,2.49528241157532,2.92850661277771,2.35542440414429,3.20732760429382,2.50579977035522,2.95401668548584,2.18423819541931,2.661545753479,2.86943054199219,234185.84375,91819.9765625,"AU",160.33,410.91,992.54,2845.42,5589.05,8906.14,11257.04,40061.39,89563.56,0,5.72,151.98,1110.96,3005.06,5411.08,8313.29,45854.6,111069.38,0,0,25.4,997.69,2046.93,2927.03,3566.49,49131.22,91035.61,0,0,0,0,63.03,1934.91,4587.34,45389.43,120410.95,0,0,0,1560.17,4884.15,12413.84,19136.98,171324.19,580001.12,0,0,0,0,0,12500,27500,511250,1161250,326,35.4166103308737,29.7126215895612,25
"26",-27.4296,153.1581,14.5687214725978,1680199930347520,8,1505.37915039062,0.713590443134308,26.0007457733154,21.6632766723633,21.0815658569336,24.3029594421387,26.0278015136719,24.6631469726562,20.137975692749,18.4638633728027,16.3128852844238,14.9871244430542,16.7829895019531,20.2056159973145,2.85824203491211,2.90165400505066,2.89628338813782,2.49528241157532,2.92850661277771,2.35542440414429,3.20732760429382,2.50579977035522,2.95401668548584,2.18423819541931,2.661545753479,2.86943054199219,41063.359375,19852.1484375,"AU",0,0,0,0,0,1611.12,2561.28,12094.49,16895.93,0,0,0,0,0,619.44,1047.17,9787.41,21265.87,0,0,0,0,667.27,1870.79,2284.1,16101.47,42939.06,0,0,0,0,833.77,1989.46,2242.05,15670.85,32942.77,0,0,56.38,1112.93,3178.67,7816.79,13666.89,77117.67,180996.3,0,0,0,0,51875,332500,581250,7146250,14399375,241.66667175293,12.6645844723893,17.539012793177,26
